# qsgw_contract_version 5
# fixed_basis immutable_mf0
# live_update eigenvalues_wfc
# velocity fixed_basis_rotation
# headwing scf_grid_analytic_live
# symmetry unsupported_full_bz_only
# hartree disabled_stage1
# band disabled_stage1
# qsgw_input_contract /data/home/df_iopcas_bhj/ai-runs/librpa-qsgw-rebase-gates-20260715T1910-7d69a18c/inputs/si-k444-headwing-scf-synced-v2-2345960/dataset/qsgw_input.head-only.contract
# qsgw_input_contract_sha256 dd255667efae3e27a435f48684b801b30b3f2a68bfa6c7e792fa4a1de848921d
# qsgw_mixer none
# qsgw_mixing_beta 0.20000000000000001
# iter channel spin kpoint kx ky kz band energy_eV
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 0 -5.57227943475782528e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 1 6.43252264937479090e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 2 6.43252264937479090e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 3 6.43252264937479090e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 4 9.14776566093089549e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 5 9.14776566093097721e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 6 9.14776566093100563e+00
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 7 1.00312562513752166e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 8 1.48676520693320189e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 9 1.48676520693320189e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 10 1.86719908000537984e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 11 2.24344258456428136e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 12 2.24344258456428953e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 13 2.24344258456429522e+01
0 0 0 0 0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 14 3.14462444259747720e+01
